business_id,total_checkin,01,02,03,04,05,06,07,08,09,10,11,12
EneqsOFGCK4KXofNHsc5aQ,460,47,43,43,27,45,46,45,39,33,31,42,19
Er5XAY2UFGGqBHdqpeCFkA,234,30,26,21,27,21,16,26,13,10,13,28,3
Er8DpPwf_lHHv64ncWhD8g,378,23,35,33,42,26,27,22,21,37,39,60,13
EvE23d1PSbfGWe7EA5HRBQ,776,69,66,73,54,65,66,72,83,71,61,70,26
EveFgxNoHkrs8ncSjkoINA,371,33,44,38,38,32,45,25,31,21,21,33,10
F2L2f-ITjnHlqKRFQVFsVg,253,23,26,31,21,21,24,23,12,21,16,27,8
F8lC8jHCykqPy0h2AJ9lnQ,320,38,25,41,27,22,35,28,26,28,23,19,8
FAiZp6pLY5l9JITMQPASbg,330,23,23,33,32,39,32,26,21,50,36,9,6
FFVAGNz3fQ7Mdsupm5uzMw,243,20,28,32,16,30,25,16,21,20,18,14,3
FI-8LPGkc8D_hwx0l0zyyg,280,40,19,27,26,23,40,28,16,18,18,21,4
FMOWO7_mj8lSZnV3WqpGiA,281,26,26,24,20,24,25,27,29,22,16,33,9
FMnH5WIRLyexBYMBUUnDxQ,417,31,34,48,35,37,35,47,45,26,39,29,11
FNe5PPA9pyj8FjcDefCBpg,3947,273,239,308,314,495,422,413,404,359,297,269,154
FQvmRpNVWrna2oL3x3LAKQ,241,29,35,17,24,19,18,26,17,22,23,5,6
FR6_ikTNUV0Fq7VYmIfeTg,399,34,30,40,35,33,29,30,36,18,45,46,23
FaHADZARwnY4yvlvpnsfGA,8021,715,658,789,727,747,672,705,780,625,654,690,259
FogTa-wmjhVnJCoTiaxvZA,240,15,20,28,33,28,25,17,16,20,16,17,5
Fq3awDRLUB4SZMQyrRjj5A,269,31,23,46,31,28,18,23,22,13,21,11,2
FsCujpVh9Za2Dl5MIYLCxA,715,73,50,78,60,71,55,55,42,69,48,80,34
Fv4EXwV30rwGD2NzN1ekgA,238,32,19,15,16,44,13,18,22,19,18,18,4
FvVSy2r7_zDEhZWqLgjXNQ,476,49,41,51,41,52,35,48,50,36,35,27,11
Fx5haZv9PP3E7Ljp-h7B1Q,211,11,8,18,27,27,15,28,32,18,14,13,0
G-5kEa6E6PD5fkBRuA7k9Q,599,41,53,52,40,48,59,66,60,52,51,55,22
G4hjhtA_wQ-tSOGpgGlDjw,342,21,29,40,35,29,33,43,26,29,27,22,8
G6BwYw_0_atLPTzI1uokIA,1039,101,84,113,102,98,109,125,64,78,84,60,21
G6w_9uzW4o3Oyb3z8oOZyA,3086,427,436,150,108,110,331,307,292,286,249,295,95
G7xS3HiTKHnRhI8cNRGXpA,233,19,15,16,29,18,19,17,21,25,24,25,5
GG9VcABDC1hDFnjVi6q5Fw,280,26,35,26,35,24,12,19,23,18,31,25,6
GHS1rVjO-RMcRB6WJLpCDQ,1008,84,62,75,113,89,94,81,74,91,81,134,30
GI1F8a__wktcfj6YVjTqAA,582,27,42,56,69,55,48,62,54,50,46,59,14
GIhzzb9tjqLCYdNP_k3-dQ,376,42,47,48,53,43,18,10,8,22,45,29,11
GJHaNrLBurhjjUclhzz5VQ,303,16,36,50,42,31,35,20,12,33,23,3,2
GJ_bXUPv672YwNg4TneJog,407,50,25,33,26,37,25,38,39,36,38,42,18
GMrwDXRlAZU2zj5nH6l4vQ,351,30,24,35,33,41,28,32,34,18,24,41,11
GfoCqO0yYiXxTjkyDvSeSw,292,21,33,48,36,27,22,22,27,24,22,10,0
GmdujALb1Nq2RHGr7jhCaA,2843,47,44,62,568,944,646,328,67,43,32,43,19
Gml97gSULiA6HFjie01d3Q,276,17,25,33,37,30,23,27,21,18,19,19,7
GuGQzX2d_Y01sv1RVrZ9yA,424,0,0,0,0,49,59,71,97,35,62,37,14
Gz9SlLqxS6wnxPvgdOQNrA,389,35,42,48,33,31,38,34,37,35,24,23,9
Gzk0BuJ_CLU_TuWn_gSyyQ,975,220,122,81,70,74,60,78,49,66,77,63,15
HCCg-rVnHQ2FI6lHs_LvUQ,216,30,25,26,22,14,25,13,19,16,12,10,4
HGhXbgeMEcg1cIZwxyNDeg,251,25,21,23,17,36,34,26,20,7,17,18,7
HGtJeZ5ifqRwknvsBlB8fQ,240,0,0,0,0,0,0,1,47,67,44,64,17
HUMumae_0P9taTSQTZcpZw,297,27,28,42,21,22,18,21,36,24,29,17,12
HYTqzvqIG9ehLKQWVKCp4w,524,54,38,23,36,47,57,80,64,33,45,34,13
HaNUXh5nYR0r7FrbFJSHXw,203,8,5,11,32,27,21,24,17,14,21,16,7
Hcg-t9QhHvTeSxnvzMtrtw,1739,147,131,97,151,176,196,188,199,168,125,116,45
HhVmDybpU7L50Kb5A0jXTg,469,44,48,41,50,51,45,36,30,31,47,33,13
HhcBx0LSDkxRBKMkvkwSoA,225,17,26,27,21,35,23,21,19,12,4,16,4
HhuxirIJCNsDcIA27QXUVA,418,45,71,75,88,58,43,8,10,7,7,6,0
HiEbnAhTv_EKlqqGWr0vVw,324,30,31,41,34,23,23,27,34,23,31,25,2
HmsCerK_rub0Ulo0aC0f9A,213,19,20,22,29,23,17,14,14,19,18,15,3
Hsn3CYnTsrQ2nJzTKefDQA,296,30,34,28,18,19,23,26,21,29,32,20,16
Hx6HNJfEGgllQ3-dyoNDbA,348,21,32,33,29,24,47,28,30,25,37,35,7
I-5qHCVwT7k_KH67-YOx3A,232,30,20,33,12,23,13,19,17,21,20,19,5
I1gRYCt2exnOMsTr-lEJVA,214,10,13,27,40,20,18,14,23,18,13,12,6
I6EDDi4-Eq_XlFghcDCUhw,448,25,34,46,42,53,31,46,46,36,29,39,21
I6ICIIZfZsp_J9hHmfhWhQ,1071,76,66,70,96,100,111,90,83,99,109,124,47
IB8zLlGraOg9LU7qQVLPyg,603,60,50,58,39,55,56,51,52,55,46,51,30
ICFYlS9nwsoAyaiRXMu9tQ,334,23,24,39,24,52,38,38,42,21,13,17,3
ICWRXA2TXYYoAfLibm7Myw,273,0,0,0,0,0,0,0,0,29,134,89,21
ICdoTODBaprN0UReete9VQ,621,46,36,73,47,59,62,58,67,57,44,58,14
IGs9SsR-ZjhszZuArhttLQ,362,31,44,54,31,44,31,21,42,24,26,14,0
IJUCRd5v-XLkcGrKjb8IfA,229,14,21,17,11,20,17,22,21,40,27,13,6
IMLrj2klosTFvPRLv56cng,290,29,22,27,21,34,25,17,26,26,24,27,12
IS_IWMsFRJii__17LsP1Og,263,21,19,26,10,32,25,20,20,33,28,23,6
IVnGPHdTyu_GbLo9mXj98w,288,30,21,23,34,20,20,26,23,24,24,32,11
IWKtGvVg4hqc9rWHjW8KoA,689,61,65,50,70,60,48,72,66,46,59,68,24
IWN2heYitkg-D4UdqfxcMA,853,69,52,108,71,88,91,83,90,60,53,63,25
IWsrQ4-AtZuFJdYzIztMZw,228,16,19,25,27,25,16,20,19,24,13,22,2
IZivKqtHyz4-ts8KsnvMrA,3829,420,332,332,338,378,307,326,324,327,305,317,123
I_a74zmgR-X03LsKISWPcg,215,14,13,13,21,18,27,22,27,19,14,19,8
Ia1JlEo7UUyZtmqRe1K1Pw,272,38,23,28,25,15,24,13,11,33,30,26,6
IhNASEZ3XnBHmuuVnWdIwA,2473,219,184,256,209,242,202,234,229,229,215,182,72
Ij6Q806LeOvFt3XWVpJ9sg,613,52,33,64,50,67,50,51,70,48,45,62,21
Iq7NqQD-sESu3vr9iEGuTA,632,46,50,71,60,57,60,52,58,58,52,52,16
IsoLzudHC50oJLiEWpwV-w,301,29,24,30,30,30,24,17,26,31,26,31,3
ItqPtxnayraXSlBS0EMOgg,380,46,25,41,40,29,9,33,30,50,29,30,18
IuSx68tb7iZa-aAeknXp8A,479,22,14,16,13,38,89,68,57,45,52,48,17
Iv5uLuPULugH4YG3nyNBcw,289,16,15,15,25,30,25,29,41,44,30,15,4
IzHfj2uahaUaMw9VD0VEEg,202,11,6,7,14,23,21,24,26,29,16,20,5
J07TDs6qnTIaxm48EL1cKQ,281,25,29,34,23,20,14,26,26,21,28,24,11
J2WGpC43MJDKxPRAcWx-tA,421,52,48,36,45,29,41,24,32,35,40,29,10
J3EW9_IQQqkp4nN3q0Mcaw,439,68,53,63,39,54,42,42,32,13,19,14,0
J4jxIxv_vgmWHCajos_B8w,209,2,8,26,25,26,20,20,30,21,23,5,3
J7KlrDFrriWoRkIUVNRPbg,278,10,17,14,14,33,59,38,27,33,15,11,7
JAmQCmczUclNUfZjkNdjQA,661,52,44,85,49,57,60,63,47,52,71,59,22
JBAkpL5KCK2tyomhAL6DHg,213,24,25,11,24,20,10,22,13,27,11,16,10
JCWVuG4B4hvYoRg3EHA88w,975,0,0,0,0,172,171,323,171,65,50,18,5
JDZ6_yycNQFTpUZzLIKHUg,670,92,43,75,51,67,38,71,66,64,50,41,12
JIETwXSEGIHMNyxZVEnNKQ,318,30,23,32,46,46,21,31,17,14,21,28,9
JJAwT9R6Fp2yyWHtWFA8uQ,438,21,18,11,22,15,19,14,27,104,79,68,40
JPW2qpwVg7vS3EvWkGS4rg,292,9,1,8,8,6,31,34,57,31,52,48,7
JPfi__QJAaRzmfh5aOyFEw,1375,111,123,111,112,132,107,138,115,107,131,129,59
JRh14J_be0jl7Wbt412vDA,237,17,11,28,20,25,31,22,18,18,22,14,11
JTl1nXrukJTScI0Uz0x2Fg,224,20,14,24,20,15,41,15,20,15,19,16,5
JWjL6WTeEIdGN0vOGNO9pQ,258,17,20,16,22,34,24,26,7,26,34,21,11
JY9MHa3PdjIYp_D7E4GAIw,202,21,23,25,24,22,25,23,15,6,7,8,3
Ja4stXdNYr39u5CZHMNtjw,297,26,26,32,26,32,20,26,25,19,25,31,9
JkzHSjtQpLdp12gPcErNJA,317,0,0,0,0,0,0,13,100,36,70,69,29
JmI9nslLD7KZqRr__Bg6NQ,5734,493,457,524,546,577,470,473,578,460,470,479,207
JpgVl3d20CMRNjf1DVnzGA,310,20,25,40,33,28,25,25,31,23,22,26,12
Jt28TYWanzKrJYYr0Tf1MQ,232,14,19,17,31,24,21,28,26,12,25,9,6
Jur1iiejUFw_YCkfDfy1gQ,350,36,43,35,23,32,27,27,33,30,24,30,10
JyxHvtj-syke7m9rbza7mA,339,32,28,36,34,28,32,32,33,20,33,23,8
JzOp695tclcNCNMuBl7oxA,607,63,62,81,54,45,58,42,48,44,42,48,20
K-uQkfSUTwu5LIwPB4b_vg,287,21,36,29,22,42,24,27,20,17,20,25,4
K0tJr5ndZdoTDi_1-tkErg,202,28,16,18,16,19,22,19,21,10,16,10,7
K1rAToLggkTvjRz46IU-Tg,220,20,17,15,9,32,28,32,16,13,17,18,3
K2_zfa7cKbg5klHJYqoWnw,221,17,26,20,15,16,24,21,27,24,14,14,3
K4cpZcZVHxc13y0ekvDhFQ,245,13,33,23,20,23,18,14,17,23,17,31,13
K7lWdNUhCbcnEvI0NhGewg,1054,83,82,99,81,91,70,89,103,105,103,109,39
K9ZfCdW2KzvX-OAk33lvYw,336,40,47,53,37,42,45,21,12,11,13,9,6
KAntBJ1ougj5TtbIu0ITBw,291,52,22,15,13,21,24,27,32,34,27,20,4
KBCNCq8Ecc8cdrMLgPM81g,323,18,23,25,34,36,29,30,38,30,30,17,13
KBekuQpryoE5PEOza7-dYA,561,45,192,178,85,34,4,18,0,0,0,5,0
KMjpXsJFNiqE18orsi4stQ,622,37,31,39,31,43,71,67,77,84,79,43,20
KW7gFEaN6SyxwsRRz-4IMg,208,11,23,25,9,19,29,31,30,16,9,5,1
KW9RNyBPmc77f9FsO92qYw,320,22,18,24,21,35,32,38,25,30,29,33,13
Ka00H3EHLLiPNpMj1V4Hcw,307,30,27,41,30,28,35,22,22,21,18,25,8
Kbbm6Vd5UdbP10dwjBghRw,241,27,22,18,24,28,16,18,21,18,20,21,8
Ki8seQY5mtXc36xjoMfeDA,382,34,29,40,40,33,41,47,29,31,20,26,12
KkyapUqFbHMwIXuFVGvbNg,994,116,170,135,134,272,62,33,21,5,21,13,12
KpEgsQz0eCQfL7kfkZ8QeA,284,18,17,49,33,35,20,23,20,18,26,18,7
Kr2EJ05h5BXHlytYBgShGw,230,14,21,22,28,26,16,25,28,14,15,16,5
KwQbwepLHtqHmWkyuD6xUQ,243,22,17,24,20,25,25,28,19,18,16,25,4
L1-1P3acJc4gEFvWwjXcNQ,255,23,25,26,18,33,30,21,26,19,18,13,3
L16ly2UGc9j4qO3Id8Gx3A,363,42,27,33,30,40,25,37,36,29,24,28,12
L2W0QLXIIR5MEmhQwZk-iA,220,14,21,27,14,22,22,22,25,10,20,15,8
L2p0vO3fsS2LC6hhQo3CzA,292,27,26,35,24,28,19,27,22,25,19,22,18
L5y4EN1J6Gs-J4U36oyHxg,210,7,13,29,19,17,22,26,26,21,15,9,6
L6RPVyCzqSmoazqtGhPa9w,1080,112,112,107,109,95,89,101,96,77,79,74,29
LFs5jyYdXlzi0SpAYi1eSA,211,13,26,22,15,24,20,18,12,18,13,19,11
LHrksD6vqQW5PY4lRwJSDQ,653,58,48,76,54,58,56,48,64,49,61,52,29
LIU7IcJtD9VieoIo__wd9Q,259,28,20,20,29,4,28,48,17,18,24,19,4
LNGBEEelQx4zbfWnlc66cw,483,31,38,42,47,65,39,52,42,30,50,37,10
LNsZJP6jZ11e0tDljOLPiQ,375,28,21,34,32,42,27,44,48,39,32,16,12
LR0qF0FEVsCOhYWUOiH26A,379,30,44,27,30,34,33,32,33,23,33,46,14
LRMwXHODOLJcLJoSvxeHFQ,208,38,20,17,12,16,13,17,16,14,18,17,10
LYKkltobuO2JEo8CyJKOxw,259,0,0,0,0,0,20,62,54,41,33,34,15
LYgAf_vpMQU6JqBcTXg-Sw,741,34,38,81,68,64,92,80,73,55,56,71,29
LcbMEHpN5r45I4ZbyxhK0w,299,31,28,21,20,29,32,25,25,25,31,25,7
LelAlfuj5oVRF9CQdWLsNQ,436,46,33,40,48,38,48,30,46,44,29,30,4
LklWSvyLZXN3tEGxT8rIfg,688,80,68,60,53,58,61,63,60,62,59,40,24
Lo-lpCxoP1_T3cvTpp4ZCw,211,24,26,20,23,15,17,16,23,9,16,15,7
LtO6vTBfYzlgWArn3kRe_A,232,17,24,16,27,26,20,27,22,16,12,15,10
Lx3p5OmxGkbaCKq7G7FfPA,328,19,20,27,27,21,18,16,28,42,47,42,21
M0pkmBUi_CI0qrzN7ee80Q,247,18,16,20,23,25,28,13,23,23,33,23,2
M9zu5KTyVwVC-45Mn8Wp0g,215,28,19,24,12,23,19,11,22,12,22,18,5
MBYMEdAI-ZlE-gr61fqs8Q,221,23,34,31,21,24,18,14,16,13,13,13,1
MFzsoiBcZB1NOG1H_0L6oQ,219,6,6,6,18,34,48,32,17,14,12,15,11
MKYcOZSpMwJK7uwacK13EA,201,29,22,24,22,18,19,19,10,17,10,8,3
MQEpDvkdL39hh1N0We3Vaw,495,26,29,39,51,47,57,56,58,37,53,26,16
MQI1rSTE2LGrrsPPgenCrA,750,107,71,79,86,56,50,70,63,57,51,40,20
MQo7D58KbYrHfiMzWuLdtg,662,0,0,14,123,102,104,88,75,49,52,38,17
MU66syW7PEAKbsWCSw8h4A,576,0,93,104,80,59,52,51,38,37,28,20,14
MZdFfPLqkiBClj97lvhtPw,203,0,0,0,0,45,46,33,21,17,14,22,5
MffsS7AXw8DahmQoTaNUGQ,265,17,33,27,25,28,30,21,16,17,29,14,8
MpmFFw0GE_2iRFPdsRpJbA,221,21,17,19,18,14,27,20,23,28,13,16,5
N-pI4Ug_3NZy7_8cf70LlQ,202,15,24,32,19,20,13,15,10,18,16,15,5
N0CoaG3cBrTGm2ecLYSzqA,1305,129,96,102,102,120,105,121,119,113,112,130,56
N0apJkxIem2E8irTBRKnHw,262,25,32,22,14,22,17,16,27,31,25,19,12
N5B7OBTyNGgwU_Y2fwNcyw,750,73,65,72,92,49,61,42,55,74,68,62,37
N5CL5HLS6lyltw-OjjBrOw,216,18,19,15,15,20,17,15,19,23,22,27,6
N7yuiiu8jhQ-Fl9Npflreg,205,27,15,9,21,18,19,18,15,15,24,15,9
N95IG-T9bbR2iNL9_an1SQ,527,59,45,57,49,50,49,36,64,46,36,26,10
NAPuzJcanOp91dE4GXPOow,758,60,59,98,80,94,66,50,63,71,50,58,9
NCFwm2-TDb-oBQ2medmYDg,348,35,16,31,46,35,35,34,32,24,25,27,8
NFm869_w6cvVaWaNpAzjeA,293,11,32,27,16,22,49,28,38,25,16,21,8
NI3xvN6p0qhvUkKirbKokA,283,17,28,33,24,19,32,28,26,21,19,27,9
NINXtsdhMcT2kCAI52ZPQQ,240,32,24,19,25,18,22,17,15,16,13,27,12
NIOwzgujIXKVBEVNTQBXpg,392,47,48,35,30,30,41,31,39,30,23,27,11
NJ8zL1tXR29LUng6T_CKPw,234,21,18,23,20,28,21,20,24,28,21,6,4
NKh691Q7BZZ2r0f2RJxdsg,841,0,57,123,135,114,83,81,65,48,52,75,8
NQXuoB9JTPUItHvouMgWjQ,527,61,50,54,50,57,44,52,40,40,49,19,11
NQhPS0MUKJgBUB6PTLlmzA,399,44,37,21,46,61,31,32,35,29,17,33,13
NXT94mdw1KWadc3q0u0KYg,520,44,35,40,51,37,60,57,49,49,35,42,21
NY80DkkCfEl198JmwtO4pA,424,59,46,33,42,39,39,30,39,25,25,38,9
NYoSzQnJX2vBOT2278UcMA,316,26,22,23,27,31,35,27,27,29,27,35,7
NblDoJBEwhkJyvAuxzh4rg,211,47,15,21,17,16,12,16,11,16,15,19,6
NgDyxaeItFSInv7J5paGLQ,229,27,27,23,20,14,17,19,13,19,21,18,11
NjDC1Evc2Wa6ykj8xVpoUw,347,34,20,37,41,46,47,44,11,19,28,15,5
Noi53T0PWNEN9mQRS3-Ncg,212,22,18,20,36,27,17,9,16,16,19,9,3
NqOIzr1FEzTIhJm7Ign0yQ,216,0,0,0,0,0,25,46,28,59,25,25,8
NtiBsNppXU0XS4zM89dphQ,242,26,15,9,13,14,10,14,37,42,21,37,4
NvKNe9DnQavC9GstglcBJQ,388,55,42,56,35,29,28,29,31,19,31,25,8
Nzk07R8GUXtfzkmqikhCCA,398,29,37,36,37,35,33,35,32,35,40,35,14
O3OH5IEFMPtz7mPKakPZ3Q,299,28,23,34,21,22,30,31,23,26,33,23,5
O3lQvyOADBs7f2W8A5D0Yg,201,12,21,9,3,3,8,34,29,19,26,23,14
OETh78qcgDltvHULowwhJg,388,33,46,34,27,34,32,52,20,21,38,33,18
ONqzAgPXmppfrnotY0OD8g,385,40,42,52,43,31,26,49,27,26,20,21,8
OOHlm2lbVgPHhSe98YW3yA,490,44,29,48,50,40,50,46,35,60,38,38,12
OPcGFLP_mRt9yvgP3ALXOQ,376,33,30,32,33,35,31,39,41,27,32,32,11
OQ07L9gq0IbWalsJpiBmWg,2149,175,140,169,245,204,258,228,195,158,158,131,88
OQ_2_JzEqJrjG5z93cEqmQ,396,1,6,15,23,64,73,85,74,42,8,5,0
OYle0xyj_qYZUPCrWfUu_A,264,27,23,27,25,26,29,29,26,12,16,16,8
OYwExM0NGUjyPos0NLjLug,359,35,29,40,42,24,39,35,32,15,21,34,13
OaksCsORs2tUGxSJWhydJg,303,26,23,37,27,23,27,33,25,21,23,28,10
OgJ0KxwJcJ9R5bUK0ixCbg,445,38,43,48,40,34,23,45,41,44,39,34,16
Oj_4oKK1DD6hID4Ne8Jcig,230,0,0,17,27,22,29,30,47,17,17,16,8
OtSbxxD-WNzlNQlDGpXFSA,566,57,59,65,48,37,48,57,51,43,39,49,13
P-7rbr91J9WkcxTPYMi6iA,231,21,24,38,41,35,20,29,5,4,3,5,6
P0-zxLhfe9iOgidDG2_O8A,431,0,0,0,196,130,15,17,22,22,8,17,4
P2GBKrx7dJg3xeGtuU2K-A,259,23,24,26,21,23,30,23,24,8,22,26,9
P2dFr-Jg1OUoNMikaCmLEQ,210,18,17,21,28,12,20,13,20,10,18,24,9
P3xSYeiJFkbdBwpnEncPTg,1714,0,0,0,177,351,330,194,175,149,129,144,65
P7pxQFqr7yBKMMI2J51udw,671,86,59,60,62,58,77,64,47,47,37,54,20
P9KhwXBuHkJEif6TTJsGuQ,253,33,28,30,26,22,28,17,22,20,13,13,1
PEnlf5CJ8JJonph2jIljCg,248,22,32,22,12,17,26,23,28,23,18,20,5
PFZttUCEfHHjNnM-qzWQEQ,421,40,35,41,27,32,47,36,41,45,32,33,12
PJ8VJqsTdJno0beARzaTrQ,215,15,20,22,36,23,22,14,19,13,10,16,5
PJerxJc0SN9h6hXlqSQc5w,366,46,33,51,34,39,32,24,26,16,34,24,7
PTtBAaY1GgH929EjdlYLiA,255,25,14,16,17,30,35,35,13,17,25,17,11
PWJwBgfe1eNt4A2oCTtHyw,435,43,47,26,97,48,30,23,19,34,31,23,14
PXShA3JZMXr2mEH3on5clw,1204,136,85,143,96,110,87,119,91,87,101,122,27
PglC8rgguMIlT621p1BLdQ,462,41,46,44,36,40,43,42,34,39,31,55,11
Ph02ztlom5e4IJkty2bWpg,276,23,24,40,30,27,21,20,27,19,16,26,3
PhMfnMldVKXo7HqHw6DSrg,1053,84,88,58,76,77,132,135,133,118,60,72,20
PkqN5st3zZ_Xce_5QlBtNQ,308,19,26,29,30,25,23,34,37,20,31,25,9
Pob7ibbNT29--69nxXEP2g,546,47,52,47,42,33,50,39,41,41,55,65,34
PtwW1Hwme8Y0wy54zNr8Xw,581,47,56,43,53,58,58,50,57,64,49,31,15
PxNi4gXXC0XpCT9dC0eJVQ,211,7,16,32,27,21,21,7,25,11,11,27,6
Q0EZmATxDphzRMszNV2LVg,202,27,17,18,23,25,14,13,16,15,15,14,5
QCCVxVRt1amqv0AaEWSKkg,412,37,37,37,48,31,32,25,33,34,44,38,16
QJatAcxYgK1Zp9BRZMAx7g,791,77,69,77,78,88,62,80,71,58,51,55,25
QXV3L_QFGj8r6nWX2kS2hA,9893,728,755,890,836,1113,905,979,990,838,691,861,307
QZgtObG3H57Ev5FnjoGjFg,500,45,24,5,8,29,87,74,57,52,52,47,20
Qc0l8rZ3nvrcERitgxu8XA,254,30,27,27,26,18,24,13,27,16,12,22,12
QdXg79fKbFLEPePPnL02Fw,315,28,22,29,32,34,34,36,26,33,14,19,8
QlJztL2aGEXgejgi5JM9Xg,203,10,23,26,19,26,25,12,10,9,19,15,9
QleWAHOsujz6qmvi4mxsyg,459,103,125,88,117,0,0,4,7,5,5,2,3
Qv5Po5VWISA7QzNWsx_zig,353,35,37,33,31,31,16,32,33,34,30,29,12
QvxBnMcBPP1z_NAIYCqqdA,420,29,32,49,34,55,41,33,35,47,31,28,6
QwV5P0M3R4ANjOOfGWVYqg,216,5,3,4,8,31,40,38,39,14,18,11,5
QwxtJF1Dw9hEGdGQciD9Ng,372,63,40,30,29,43,16,41,33,25,22,19,11
R2MnmpNArp9vG_Uio_7qXQ,367,0,0,1,34,45,67,59,55,40,33,23,10
R3Px9TqrfdUB2YzkBmR4Wg,252,54,32,26,19,25,14,19,10,14,13,19,7
RAh9WCQAuocM7hYM5_6tnw,292,25,14,35,32,33,24,31,23,30,21,19,5
RESDUcs7fIiihp38-d6_6g,16216,187,187,169,147,171,164,191,471,4267,4368,4350,1544
RHruCsEnWgOhXxgv5xNvEQ,208,34,32,8,9,8,16,10,17,23,9,26,16
RJNAeNA-209sctUO0dmwuA,260,19,21,19,21,21,30,27,28,31,23,11,9
RM6w2WmYtp92vbZw5oPcZQ,280,17,16,19,19,27,25,34,31,30,25,26,11
RSPEJeFTKs1BsiVgjHp1WQ,257,29,20,17,32,22,32,22,14,13,23,23,10
RVQE2Z2uky4c0-njFQO66g,299,17,33,30,20,20,36,37,30,27,21,20,8
RVTxiiWQwmeSJonJgYwwWg,208,16,17,14,23,16,19,17,15,19,25,23,4
R_ZlcX46pPdjhjmfd043LA,242,26,24,30,20,13,16,17,20,25,23,17,11
R_fQGSUQv0L_fRiuua47dw,448,43,40,29,35,35,28,37,54,51,48,36,12
RdSYqIwDUWLFU4-sdF3JNw,759,54,91,112,79,117,49,45,51,34,58,62,7
RhEvP5flF6KoPriMHmVYGg,1013,87,66,111,102,81,88,102,97,86,69,92,32
RixnVQV24bc3p92mSntaVA,306,28,31,30,24,26,30,25,37,31,18,22,4
Rj-7ymdw8aNZBRqGRAjR3Q,203,15,16,27,23,17,20,13,14,16,17,20,5
RrCgc8eAKbHu-2IpQXg6Rw,223,16,13,27,26,26,25,17,22,22,10,16,3
RtDEwPI69XidCCklUtSLQA,520,74,52,57,41,46,28,38,41,37,51,40,15
RtnTbhWYw4QjKhoTBV37OA,260,31,24,38,26,12,26,22,17,20,15,21,8
Rv0UdhYw_UVIv4D2lc-qgg,281,30,17,20,13,35,31,29,18,21,24,28,15
RwMLuOkImBIqqYj4SSKSPg,1198,93,85,90,100,125,99,135,123,107,102,102,37
RwlumSqNBunw1a1LXccN8A,271,17,23,30,28,25,30,23,29,19,23,23,1
RypJ1Rhq7Y8GFdP5UFbzUg,545,32,41,50,54,48,37,40,52,61,61,47,22
S-egzF2c7bRpCUNbZqV8dg,888,49,58,73,81,79,74,91,94,108,86,76,19
S-oLPRdhlyL5HAknBKTUcQ,326,31,23,35,25,25,29,24,31,20,42,28,13
S3gVMHlrQoJPzM984vCeBg,293,32,21,35,28,25,25,31,32,22,24,12,6
S6-79_n2V3Os5duiDmYOFA,724,0,0,0,0,0,0,0,17,252,175,250,30
SAIrNOB4PtDA4gziNCucwg,362,25,36,23,36,29,34,28,45,27,36,34,9
SDtIdchX9WpKlH5Yst8kjQ,329,25,20,36,25,28,47,33,42,25,24,17,7
SJo_IjvzdRtCvZVN0cbrRQ,284,25,27,37,21,29,28,29,26,24,18,13,7
SMPbvZLSMMb7KU76YNYMGg,1369,163,126,116,108,119,135,141,104,96,96,111,54
SPDEoJHYJ80vihu0UhGKfQ,566,67,37,50,43,52,49,44,45,62,56,43,18
SQZ7pssVk8esHqAHgAIAnA,351,0,0,0,0,0,0,0,47,98,99,73,34
SSCH4Z2gw-hh2KZy7aH4qw,288,30,44,34,23,33,27,28,18,16,11,19,5
SU6DscrONGa2tOB2th7RJA,209,19,19,24,19,11,20,18,28,17,10,14,10
SVGApDPNdpFlEjwRQThCxA,834,90,98,82,85,80,65,78,75,56,53,48,24
SWZ7Gv80ozoYy4DWKCw48g,236,3,6,31,32,39,20,21,19,25,19,17,4
S_5VQYMMa4aD3NzgYLkvhg,253,26,24,27,20,21,21,31,26,17,22,13,5
S_bG5WWbtNXhhY9Y0GTcSg,226,15,11,25,21,33,17,12,25,25,20,18,4
SeNOJ2zYHziptxLuiRINLg,305,20,39,30,22,27,33,23,25,21,18,39,8
Sg2l7S_huzkRLmk2NoeuSg,243,22,22,17,22,23,35,16,19,30,19,10,8
SkG_g2OXQENIojm0Gz6YJg,252,17,15,25,21,4,20,43,18,28,22,27,12
SkSkWld_ijmWVEDo9_ztKw,349,27,27,35,29,36,28,29,32,32,40,24,10
SuugmVDsQ8YhfdOJYSuSmw,207,19,16,21,14,18,22,24,24,9,14,22,4
Sy75QB18Sv-xNp8FoA8KvQ,224,14,28,39,20,16,21,29,22,11,18,5,1
SzzrUeJGnl_LQAJXMK8wQw,305,36,30,23,18,32,16,23,28,21,38,26,14
T-xnbRI5waBsqukYLed82A,956,20,30,83,135,98,82,72,91,80,105,125,35
T1tvWywCdTv8YiK-r_roLw,319,38,29,45,27,38,22,30,33,18,20,14,5
T5kG7e63YFDrNxEfNKBV_Q,376,66,26,54,41,14,51,14,19,26,6,46,13
TCoBE_BkDRrK0bWrh5VueQ,354,40,34,29,35,20,29,40,39,28,25,27,8
TEpHybMZew9kKadvseEbEQ,201,25,25,18,17,22,24,20,9,11,11,14,5
TKp9PDs8jFbshfg6xOcM6A,392,6,16,37,61,54,27,16,13,12,38,82,30
TM3UY0fCq0CQbuskoq0OWQ,376,53,24,44,61,39,23,17,7,12,44,34,18
