,business_id,total_checkin,01,02,03,04,05,06,07,08,09,10,11,12,Name,City,State,Category,Rating,Review Count
170,8796vXaydw2aY_zER0n9uA,228,25,25,27,20,21,16,13,19,24,12,18,8,Cornish Pasty Co,Scottsdale,AZ, british pubs,4.5,721.0
171,88ht4Su4ejlSnEeW4RpcJA,280,0,0,37,55,41,47,27,38,11,10,11,3,Grand Nails Lounge,Phoenix,AZ, othersalons,4.0,107.0
172,8IhjRWSkD4P5YWYhBOme3Q,380,38,32,41,53,39,27,21,32,31,30,25,11,The Parlor Aveda,Las Vegas,NV, hair,5.0,96.0
173,8N5KG-iuAJrPVL6awBzBaQ,276,24,19,23,22,21,26,36,47,23,13,14,8,24 Hour Fitness - Wigwam Henderson,Henderson,NV, gyms healthtrainers,3.0,131.0
174,8Rldc7fp2Bbp7NDae_HGRg,1313,0,0,0,161,180,181,104,104,154,200,195,34,The Camp Transformation Center - Las Vegas West,Las Vegas,NV, gyms weightlosscenters,5.0,9.0
175,8TZmBlMzzEgbsuPKd31xPw,237,18,25,18,15,22,27,21,29,22,15,14,11,Public Works Coffee Bar,Henderson,NV, coffee wine_bars beerbar,4.5,205.0
176,8Yz1eFsaUy-ny3B6YZDOrg,873,35,127,59,42,118,140,90,49,52,84,57,20,Outback Steakhouse,Las Vegas,NV, steak,3.5,408.0
177,8bZel-JgYDJFlnZo9ET4Pw,262,24,3,8,5,12,38,49,29,26,35,28,5,XY Foot Spa,Las Vegas,NV, massage spas reflexology,4.5,589.0
179,8m6aYLXljejthCeBfrpuOA,201,26,29,25,25,21,15,10,12,9,10,12,7,Esporta Fitness,Mesa,AZ, gyms healthtrainers yoga,3.0,91.0
180,8mIrX_LrOnAqWsB5JrOojQ,232,24,18,12,18,17,27,20,27,14,20,30,5,Pinball Hall Of Fame,Las Vegas,NV, arcades,4.5,1461.0
181,8xI4hJ3nS4avEoo_l62dkw,248,21,20,19,20,19,24,19,19,20,28,28,11,Square One,Mississauga,ON, shoppingcenters,4.0,153.0
182,8zO1gDlfujftc6ZJr43nHA,409,67,28,40,36,29,35,27,34,35,31,36,11,Parsley Modern Mediterranean,Las Vegas,NV, mediterranean vegan vegetarian,4.5,152.0
183,9-cVW8wSRoE6Nmnc7v0uUA,207,21,20,15,12,14,18,24,21,18,17,24,3,Pantry,Las Vegas,NV, tradamerican,3.5,814.0
184,90gxBZhbg9XcTLdPrwoaXA,363,35,37,42,37,29,38,26,39,23,30,17,10,Crumbl Cookies - Las Vegas,Las Vegas,NV, desserts bakeries icecream,4.5,406.0
185,94c68u2I7X6YK54hrjy7FQ,209,16,25,23,16,24,16,21,13,15,14,21,5,Co Anh Sandwich & Noodle Kitchen,Las Vegas,NV, vietnamese noodles sandwiches,4.5,178.0
186,9MVKjEMN5T59uzG1xoD2BQ,464,36,22,34,34,40,55,39,56,49,47,35,17,Cocina Madrigal,Phoenix,AZ, mexican,5.0,1382.0
187,9PIC380tmNYpIC3z5cvcNA,555,64,63,64,41,45,46,53,53,43,29,40,14,Is Sweet,Las Vegas,NV, coffee desserts,4.5,836.0
188,9SU7ZZhaFUJJ6m2k5HKHeg,375,31,37,57,30,34,42,27,39,14,25,33,6,SAHARA Las Vegas,Las Vegas,NV, hotels casinos,3.0,2288.0
189,9XFarEHVgf4KJ8pd51rKyw,256,11,3,5,24,28,16,64,49,32,20,4,0,The Camp Transformation Center - Mid Phoenix AZ,Phoenix,AZ, weightlosscenters intervaltraininggyms,2.5,3.0
190,9XXeFt-S-mlVVk2eccQanQ,249,0,0,0,49,36,47,47,47,16,1,6,0,Kaos Dayclub and Nightclub,Las Vegas,NV, danceclubs musicvenues lounges,2.5,308.0
191,9a3DrZvpYxVs3k_qwlCNSw,246,23,30,26,24,20,22,9,16,15,28,20,13,Cibo,Phoenix,AZ, pizza italian sandwiches,4.5,2208.0
192,9edPSkfXKsJmkZYIaOmA7Q,700,71,55,69,74,65,51,65,60,42,55,77,16,Las Vegas South Premium Outlets,Las Vegas,NV, shoppingcenters outlet_stores,3.5,527.0
193,9fTDeI6mApFX52qYJ8z0mw,294,32,35,23,32,31,16,18,26,24,26,24,7,Dutch Bros Coffee,Las Vegas,NV, coffee juicebars,4.5,937.0
194,9km51KaQujxsSgdaG9gYSw,763,53,44,61,44,41,74,85,88,109,85,70,9,Paina Cafe,Las Vegas,NV, poke hawaiian donuts,4.5,564.0
195,9vG7UBYjYLDNb3VS1EZqEw,1505,95,73,83,82,77,76,136,176,175,215,215,102,Simply Skin Las Vegas,Las Vegas,NV, laser_hair_removal skincare tattooremoval,5.0,304.0
196,9x5YH2z8c5K74-Hdf3NPkg,301,31,55,33,23,21,17,36,12,23,20,23,7,Zen Coffee Bar,Henderson,NV, coffee bubbletea juicebars,4.5,116.0
197,A-uZAD4zP3rRxb44WUGV5w,411,44,30,37,31,37,33,41,39,39,39,31,10,Soho Japanese Restaurant,Las Vegas,NV, japanese sushi asianfusion,4.5,1716.0
198,A22VviMhaGplsabsXhxBTg,544,0,7,15,29,36,54,95,52,54,69,87,46,Tomi Ramen,Las Vegas,NV, ramen,4.5,223.0
199,A5Rkh7UymKm0_Rxm9K2PJw,407,34,37,54,37,48,32,37,34,25,27,28,14,Yard House - Takeout & Delivery Available,Las Vegas,NV, newamerican bars vegetarian,4.0,1566.0
200,A7oe4R7dnleHF4BklL6bNg,227,62,24,14,12,17,16,28,14,11,12,11,6,Slapfish,Glendale,AZ, seafood salad newamerican,4.0,361.0
201,AALUV62lWxxVqDYaK-ckMw,452,42,34,37,40,35,34,42,55,39,41,38,15,Costco Gasoline,Las Vegas,NV, servicestations,4.5,55.0
202,ALwAlxItASeEs2vYAeLXHA,235,14,16,23,21,28,22,26,25,12,19,20,9,Futo Buta,Charlotte,NC, ramen,4.0,1245.0
203,ATaDg2kdS9GTln1-tS6iIw,1408,126,98,160,129,152,157,146,154,117,80,75,14,EAT BKK Thai Kitchen & Bar,Toronto,ON, thai,4.5,209.0
204,AV6weBrZFFBfRGCbcRGO4g,688,63,78,48,70,54,61,64,52,63,61,51,23,Luxor Hotel and Casino Las Vegas,Las Vegas,NV, hotels casinos resorts,2.5,4744.0
205,AVCD-zzzeaNvC-znOZEhsg,236,21,24,32,37,25,21,17,10,16,16,14,3,Salad and Go,Scottsdale,AZ, salad wraps,4.0,144.0
206,AfVp8ozD_4maZMos6AC2cQ,380,34,42,39,31,29,29,40,31,36,32,27,10,District: Donuts. Sliders. Brew,Las Vegas,NV, comfortfood coffee donuts,4.0,317.0
207,AhPmh0NaRDbEYyhd9egzLA,359,22,30,49,39,37,27,35,30,29,23,30,8,Joyride Taco House,Phoenix,AZ, tacos,4.0,1221.0
208,Ai5mo_6JivsrywF9Qae1pQ,211,10,10,18,21,8,9,16,24,35,25,21,14,BTS Korean Buffet Restaurant,Las Vegas,NV, korean buffets,4.5,368.0
209,Ap17p-tA4Ipzy1s35DfCfg,299,23,23,30,24,41,18,24,39,33,20,19,5,Buck & Rider,Phoenix,AZ, seafood steak breakfast_brunch,4.5,928.0
210,Arox2o0zyinAFrsE_HDtHg,228,27,16,30,17,16,22,23,14,21,26,16,0,LA Fitness,Phoenix,AZ, gyms healthtrainers yoga,3.0,133.0
211,Ax0kP-g5AMTZQlm3BH0H_Q,285,34,39,26,32,33,40,26,15,11,10,13,6,Mountainside Fitness,Scottsdale,AZ, gyms healthtrainers,3.5,134.0
212,Az_60nNuh1FH8Ds8oasZjw,427,35,36,32,37,34,34,44,38,40,35,49,13,Encore,Las Vegas,NV, hotels casinos resorts,4.0,2064.0
213,Azy2vmC47uHSkZE2fdvBjA,297,27,29,26,31,45,29,24,19,20,21,24,2,Brewers at 4001 Yancey,Charlotte,NC, brewpubs newamerican,4.5,341.0
214,B1nx3iQSafeHjN0uhpW4Kg,288,45,36,29,29,29,24,18,21,15,21,17,4,Mabel's BBQ,Las Vegas,NV, bbq breakfast_brunch,4.0,345.0
215,BFibmswPtBNyChp8vBHRsg,995,108,109,105,61,92,73,97,90,72,78,78,32,Gäbi Coffee & Bakery,Las Vegas,NV, bakeries coffee,4.0,1277.0
216,BGoTbgYZXjigGJ9rJ7YBsg,203,45,21,19,22,10,24,14,20,12,4,8,4,Fellow Osteria,Scottsdale,AZ, italian cocktailbars wine_bars,4.5,197.0
217,BIBWGO_r_1znnlmLbp4Nxg,617,41,39,50,59,57,50,76,65,56,54,53,17,Golden Nugget,Las Vegas,NV, hotels casinos,3.0,2261.0
218,BIuXMWuQIlC1ZlC3lTzy-w,319,37,31,37,28,37,24,39,29,16,10,23,8,Konbea Belt Sushi,Las Vegas,NV, conveyorsushi sushi asianfusion,4.5,600.0
219,BLIJ-p5wYuAhw6Pp6mh6mw,982,72,89,78,114,77,78,91,95,90,79,97,22,Planet Hollywood Las Vegas Resort & Casino - Temporarily Closed,Las Vegas,NV, hotels casinos,3.0,3272.0
220,BORPULADzZV6_LJZzcsywQ,327,36,26,32,18,44,24,28,39,29,15,31,5,PBR Rock Bar & Grill,Las Vegas,NV, bars tradamerican breakfast_brunch,3.0,1103.0
221,BUdPHseUBhZ_3wGW-GX7Mg,279,38,36,52,40,39,40,32,2,0,0,0,0,Dutch Bros Coffee,Scottsdale,AZ, juicebars coffee,4.5,244.0
222,BWCfyBdnTvuXp6A_8wt8cA,295,0,0,19,43,39,39,20,19,32,34,41,9,Ikkousha Ramen,Toronto,ON, ramen,4.5,206.0
223,BdF17gFawezAcr9wyyXmpQ,214,30,25,23,14,15,18,17,22,12,14,17,7,Ocean 44,Scottsdale,AZ, seafood steak cocktailbars,4.5,322.0
224,Bh3fRjirjRYDl2tufa42UA,1052,137,99,83,114,120,88,88,92,60,69,68,34,Tacotarian,Las Vegas,NV, mexican vegan,4.5,518.0
225,BiGJEC4WxcoW578wi1UBMw,402,25,41,39,34,36,45,30,38,31,41,29,13,Pure Barre - Pittsburgh Mt. Lebanon,Pittsburgh,PA, barreclasses,5.0,7.0
226,BjrKNWhtQkedHw8hP_0Bjg,2683,26,30,143,764,761,588,207,53,38,25,41,7,Umami,Las Vegas,NV, japanese sushi desserts,4.5,785.0
227,BqlN9J6SBR3cOCWUqiHdhw,217,3,4,27,22,35,21,16,18,14,26,22,9,Groove,Gilbert,AZ, adult lingerie giftshops,5.0,47.0
229,ByFMv3p5X1aNeZhU61rDcA,346,28,31,30,29,24,42,30,36,35,23,24,14,The STRAT Hotel,Las Vegas,NV, hotels casinos,2.5,2613.0
230,C133mywi5QcjV6WGztf6mw,216,0,0,4,30,16,20,20,25,21,29,37,14,Angelina's Pizzeria & Italian Kitchens,Las Vegas,NV, pizza italian,4.0,98.0
231,C2BR0TjNacoNzItPLUHTAA,264,22,18,31,33,19,24,29,19,19,22,21,7,Coconut's Fish Cafe,Scottsdale,AZ, seafood fishnchips poke,4.5,940.0
232,C8D_GU9cDDjbOJfCaGXxDQ,300,30,30,35,21,28,23,22,18,31,18,36,8,Culinary Dropout,Scottsdale,AZ, newamerican musicvenues,4.0,1746.0
233,C9ImzBi5fn742ZcAYDww2A,246,23,24,30,18,25,21,31,21,18,14,14,7,Rise & Shine - A Steak & Egg Place,Las Vegas,NV, breakfast_brunch steak tradamerican,4.0,1655.0
234,CO_pozE8p0bmptoeVQQk4Q,211,21,15,16,17,19,13,21,21,16,23,19,10,Maple Bear Tempe,Tempe,AZ, preschools childcare,4.5,28.0
235,CPi7KGba3x3QjMmIqD4aWw,521,44,27,34,47,49,53,60,71,32,42,49,13,Game Nest Arcade,Las Vegas,NV, arcades,5.0,184.0
236,CQk3WJtULz_xOkUM6o7wpQ,235,14,18,22,26,18,24,32,19,21,12,27,2,Babystacks Cafe,Henderson,NV, tradamerican breakfast_brunch hawaiian,4.0,970.0
237,CVKOPzBVOj3_apFUmZ9ZWw,568,50,50,61,37,58,49,58,51,36,43,63,12,Gordon Ramsay Fish & Chips - Temporarily Closed,Las Vegas,NV, comfortfood seafood fishnchips,4.0,1665.0
238,CX86HjLm-fK8ix0xe5LwiA,243,19,18,18,17,27,20,29,19,28,14,25,9,San Tan Brewery - Chandler,Chandler,AZ, breweries,4.0,1361.0
239,CcQCwULrYb37Bd86609yzg,274,43,37,37,20,18,18,18,21,19,9,22,12,Spoiled Laser,Las Vegas,NV, medicalspa laser_hair_removal skincare,5.0,141.0
240,CdxWhFBtjl0LBqlQEfxX8A,2968,222,211,197,139,154,243,404,312,286,377,303,120,Pronto by Giada - Temporarily Closed,Las Vegas,NV, sandwiches bakeries coffee,3.5,600.0
242,CiYLq33nAyghFkUR15pP-Q,334,30,25,27,26,28,17,38,28,42,18,40,15,Tacos El Gordo,Las Vegas,NV, tacos,4.0,1851.0
243,Cly7wJhbXIDID_quND01_w,394,48,41,53,26,39,33,38,26,35,22,20,13,Flower Child,Las Vegas,NV, newamerican salad vegetarian,4.5,583.0
244,CoyeXg8FBsS_d20QzNIy-A,375,45,45,50,34,33,27,23,21,25,35,33,4,Makers & Finders,Las Vegas,NV, coffee latin breakfast_brunch,4.0,1248.0
245,Cy8XYYDrZ5wd3Bq-toXMsg,238,26,23,15,23,17,21,24,26,17,24,19,3,Hachi,Las Vegas,NV, japanese tapasmallplates,4.5,383.0
246,D-2t7fHQu6hNLjjfRHSZaA,271,26,26,30,35,21,19,24,16,16,29,22,7,EVO,Scottsdale,AZ, italian lounges,4.0,811.0
247,D3dAx-QW_uuClz4MambeHA,243,18,30,33,21,31,26,12,15,18,10,23,6,La Grande Orange,Phoenix,AZ, grocery bakeries,4.0,957.0
248,D6WXf0lB4pfuXZH3P7c5Ow,252,26,26,23,18,33,22,15,29,16,19,16,9,Oodle Noodle,Las Vegas,NV, noodles izakaya,4.5,367.0
249,D8yYMxz0p6oQnOQnLRUIyA,741,54,91,81,91,72,75,50,104,40,28,39,16,Noodle House,Las Vegas,NV, taiwanese dimsum,3.5,961.0
250,DESv2ys6SjBKA4SyDtJvxw,329,20,25,28,26,41,45,31,23,28,21,33,8,Ferraro's Italian Restaurant & Wine Bar,Las Vegas,NV, italian wine_bars,4.5,1191.0
251,DEr6oxw1bWb6vCCr9DSl1g,323,29,34,42,27,28,29,28,18,20,15,37,16,Dierks Bentley's Whiskey Row,Gilbert,AZ, bars newamerican musicvenues,3.0,775.0
252,DNSDAtD6uxQkoZkQe2v4ew,297,36,37,36,33,28,17,24,11,29,14,26,6,Curry Leaf Flavors of India,Las Vegas,NV, indpak desserts bars,4.5,615.0
254,DYuOxkW4DtlJsTHdxdXSlg,234,19,13,26,20,23,27,22,21,19,19,15,10,Bahama Breeze - Curbside To Go & Delivery,Las Vegas,NV, bars seafood latin,4.0,1025.0
255,DZwR0EIPKlmC3mMLhTkqcQ,472,29,30,40,44,53,57,35,37,58,39,31,19,Stephano's Greek & Mediterranean Grill,Henderson,NV, mediterranean greek salad,4.0,627.0
256,D_24gRsnae7guxJE8gLgtw,1372,138,120,126,132,109,113,156,113,119,124,103,19,Cafe 86,Las Vegas,NV, desserts coffee bakeries,4.0,524.0
257,DbEszO3wk1xVmN3pCPob2g,651,64,69,74,45,57,52,56,51,55,53,56,19,Jamms Restaurant,Las Vegas,NV, breakfast_brunch tradamerican newamerican,4.5,1276.0
258,DfgZlNgKwBvCpA_0alumXw,767,61,55,66,78,57,76,80,67,53,74,78,22,The Mirage,Las Vegas,NV, hotels casinos resorts,3.0,2527.0
259,DkYS3arLOhA8si5uUEmHOw,435,37,42,40,42,45,38,38,43,39,24,35,12,Earl of Sandwich,Las Vegas,NV, sandwiches salad wraps,4.5,5256.0
260,DncyhhT6-T-_g961pbEftA,430,35,43,45,44,42,37,41,33,35,29,31,15,Southwest Airlines,Phoenix,AZ, airlines,3.0,483.0
261,DxgSVufr_6y_Rc63CC17Zg,309,27,25,30,31,26,30,26,28,23,22,32,9,The Forum Shops at Caesars,Las Vegas,NV, shoppingcenters,4.0,711.0
262,DyOzNIeXUksPNLXYHnB-oQ,424,54,41,38,37,31,35,50,37,33,40,17,11,Sabor Latin Street Grill,Charlotte,NC, latin mexican,4.5,866.0
263,DzKl51tivGJMLiNsQqf38w,282,24,26,23,32,17,25,32,27,28,20,18,10,Island Sushi & Grill,Las Vegas,NV, sushi japanese hawaiian,4.0,1151.0
264,E4JyAzB5_2quptwtemyhYA,294,21,25,44,26,18,34,23,18,22,24,31,8,Original Breakfast House,Phoenix,AZ, breakfast_brunch cafes,4.5,1785.0
265,E62l6LwZJ7lKaExcUbrtYw,237,16,19,27,18,25,27,17,38,22,12,11,5,Hikari Sushi & Teppanyaki,Las Vegas,NV, sushi teppanyaki cajun,4.0,1282.0
266,E83nSU_y9zedOzQnkTjV1g,384,31,31,39,34,28,34,33,38,33,27,41,15,Costco Wholesale,Henderson,NV, wholesale_stores,3.5,351.0
267,EAwh1OmG6t6p3nRaZOW_AA,526,48,44,49,50,40,59,44,33,42,50,43,24,"Ellis Island Hotel, Casino & Brewery",Las Vegas,NV, casinos breweries pubs,4.0,2442.0
268,EDcZRvERC22Cvw1yi4-VKg,417,37,26,48,43,40,44,29,44,36,30,27,13,The Sicilian Butcher,Phoenix,AZ, tradamerican italian sandwiches,4.5,1640.0
269,EEWQsBjVkeXqIMXqdIeRMg,314,19,32,13,33,42,34,31,33,25,23,21,8,Deja Vu Love Boutique,Las Vegas,NV, lingerie adult,4.5,157.0
270,EM4Qo0Tm40H8Nfk3s8Dy0g,256,17,29,49,25,27,25,30,25,15,12,2,0,PHX Beer Co. Central Kitchen,Phoenix,AZ, breweries,4.5,402.0
271,EO2LIIpXIsaP30Sf3ZKTNg,439,0,0,0,0,100,55,75,58,54,40,43,14,Sharetea,Las Vegas,NV, bubbletea coffee shavedice,4.0,130.0
272,EReVQGFkFgRWmGrr0voDSg,284,85,62,32,52,18,13,3,8,4,4,3,0,Az Strands Hair Extension Salon,Scottsdale,AZ, hair_extensions,4.5,65.0
273,ES0ijQ-KlNPUoXl4tK1tDQ,292,24,22,38,23,33,36,20,29,30,11,21,5,SouthPark,Charlotte,NC, shoppingcenters,4.0,234.0
274,EVlKBiHSr2ZUk9GsWwW_Yw,340,31,31,46,26,26,25,38,38,27,14,25,13,Once,Las Vegas,NV, peruvian japanese,4.0,252.0
275,EWbNTPW0co_X4lZRB-QTLQ,357,19,21,17,23,47,40,35,36,41,24,32,22,Ocha Thai Cuisine,Las Vegas,NV, thai chinese,4.0,535.0
277,Ec9CBmL3285XkeHaNp-bSQ,658,72,48,53,44,71,70,52,72,59,40,54,23,District One Kitchen and Bar,Las Vegas,NV, asianfusion vietnamese sportsbars,4.0,1784.0
278,EdY6q0CO2mlATpoTFkvHAw,205,18,18,17,18,22,20,16,16,15,25,17,3,Dim Sum Cafe,Las Vegas,NV, dimsum cafes,4.0,529.0
279,Ef5P6C2yHAv08FPif5Rdtg,204,20,26,23,12,19,26,12,10,23,10,18,5,8oz Korean Steak House,Las Vegas,NV, korean bbq steak,4.5,442.0
280,EhIMjTklf4QPvRvMIhoQiA,331,16,19,37,32,27,43,26,34,30,29,29,9,Miracle Mile Shops,Las Vegas,NV, shoppingcenters,3.5,533.0
281,Ehy00JWQixgoXzisVKhvag,213,49,14,16,11,13,21,20,23,12,11,17,6,Cucina by Wolfgang Puck,Las Vegas,NV, italian pizza,4.0,1054.0
282,EjklATg4aNBWINenUySCgQ,222,28,26,15,29,18,15,22,14,16,20,16,3,Downtown Chandler Café and Bakery,Chandler,AZ, cafes coffee bakeries,4.5,254.0
283,EjzMHfwqAmj7BgdzQjquRQ,251,55,42,53,41,49,11,0,0,0,0,0,0,Bandito Latin Kitchen & Cantina,Las Vegas,NV, mexican latin cocktailbars,4.0,515.0
284,EkYbGk9L5KdCfL3ocZ7ETQ,662,1,19,61,62,60,85,74,72,79,68,59,22,Vegas Discount Nutrition Superstore,Las Vegas,NV, healthmarkets vitaminssupplements,5.0,296.0
285,El4FC8jcawUVgw_0EIcbaQ,1324,110,98,137,116,95,121,124,131,117,103,115,57,MGM Grand Hotel,Las Vegas,NV, hotels,3.0,4502.0
286,ElWzx5_fU8S2G45OnM-HpA,613,40,52,87,74,41,64,37,34,53,55,51,25,Ocotillo,Phoenix,AZ, newamerican breakfast_brunch,4.0,1074.0
287,EnCIojgP5KTr1leaysFE3A,251,20,12,29,24,25,15,20,21,31,20,27,7,Viva Las Arepas,Las Vegas,NV, venezuelan,4.5,1591.0
288,EneqsOFGCK4KXofNHsc5aQ,460,47,43,43,27,45,46,45,39,33,31,42,19,In-N-Out Burger,Las Vegas,NV, burgers hotdogs tradamerican,4.0,783.0
289,Er5XAY2UFGGqBHdqpeCFkA,234,30,26,21,27,21,16,26,13,10,13,28,3,Zenshin Asian Restaurant,Las Vegas,NV, sushi japanese asianfusion,4.0,547.0
290,Er8DpPwf_lHHv64ncWhD8g,378,23,35,33,42,26,27,22,21,37,39,60,13,The Henry,Las Vegas,NV, tradamerican breakfast_brunch,4.0,1156.0
291,EvE23d1PSbfGWe7EA5HRBQ,776,69,66,73,54,65,66,72,83,71,61,70,26,The Magic Noodle,Las Vegas,NV, chinese noodles soup,4.5,926.0
292,EveFgxNoHkrs8ncSjkoINA,371,33,44,38,38,32,45,25,31,21,21,33,10,Gen Korean BBQ House,Tempe,AZ, korean bbq seafood,4.0,939.0
293,F2L2f-ITjnHlqKRFQVFsVg,253,23,26,31,21,21,24,23,12,21,16,27,8,Paz Cantina,Phoenix,AZ, mexican,3.5,239.0
294,F8lC8jHCykqPy0h2AJ9lnQ,320,38,25,41,27,22,35,28,26,28,23,19,8,Pop 'N Tea Bar,Phoenix,AZ, bubbletea desserts icecream,4.5,327.0
295,FAiZp6pLY5l9JITMQPASbg,330,23,23,33,32,39,32,26,21,50,36,9,6,7th & Carson,Las Vegas,NV, newamerican breakfast_brunch cocktailbars,4.5,424.0
296,FFVAGNz3fQ7Mdsupm5uzMw,243,20,28,32,16,30,25,16,21,20,18,14,3,Infused Tea Lounge,Las Vegas,NV, coffee bubbletea juicebars,4.5,352.0
297,FI-8LPGkc8D_hwx0l0zyyg,280,40,19,27,26,23,40,28,16,18,18,21,4,Blanco Tacos + Tequila,Scottsdale,AZ, mexican,4.0,1027.0
298,FMOWO7_mj8lSZnV3WqpGiA,281,26,26,24,20,24,25,27,29,22,16,33,9,Target,Las Vegas,NV, deptstores furniture electronics,3.5,185.0
299,FMnH5WIRLyexBYMBUUnDxQ,417,31,34,48,35,37,35,47,45,26,39,29,11,Hearthstone Kitchen & Cellar,Las Vegas,NV, newamerican bars breakfast_brunch,4.0,1293.0
300,FNe5PPA9pyj8FjcDefCBpg,3947,273,239,308,314,495,422,413,404,359,297,269,154,Weera Thai Restaurant - Sahara,Las Vegas,NV, thai bars,4.5,1364.0
301,FQvmRpNVWrna2oL3x3LAKQ,241,29,35,17,24,19,18,26,17,22,23,5,6,Dutch Bros Coffee,Las Vegas,NV, coffee juicebars,4.0,158.0
302,FR6_ikTNUV0Fq7VYmIfeTg,399,34,30,40,35,33,29,30,36,18,45,46,23,Mountain's Edge,Las Vegas,NV, realestatesvcs,4.5,12.0
303,FaHADZARwnY4yvlvpnsfGA,8021,715,658,789,727,747,672,705,780,625,654,690,259,McCarran International Airport,Las Vegas,NV, airports,3.5,4000.0
304,FogTa-wmjhVnJCoTiaxvZA,240,15,20,28,33,28,25,17,16,20,16,17,5,Postino Central,Phoenix,AZ, wine_bars italian breakfast_brunch,4.5,1161.0
305,Fq3awDRLUB4SZMQyrRjj5A,269,31,23,46,31,28,18,23,22,13,21,11,2,Sweet Dees Bakeshop,Scottsdale,AZ, bakeries customcakes breakfast_brunch,4.5,91.0
306,FsCujpVh9Za2Dl5MIYLCxA,715,73,50,78,60,71,55,55,42,69,48,80,34,Zu Izakaya Asian Kitchen,Tempe,AZ, sushi izakaya,4.5,1096.0
307,Fv4EXwV30rwGD2NzN1ekgA,238,32,19,15,16,44,13,18,22,19,18,18,4,Gorilla Sushi,Las Vegas,NV, sushi japanese asianfusion,4.5,792.0
308,FvVSy2r7_zDEhZWqLgjXNQ,476,49,41,51,41,52,35,48,50,36,35,27,11,The Bagel Cafe,Las Vegas,NV, bagels cafes delis,4.0,1254.0
309,Fx5haZv9PP3E7Ljp-h7B1Q,211,11,8,18,27,27,15,28,32,18,14,13,0,Eggspectation,Toronto,ON, breakfast_brunch juicebars,4.0,666.0
310,G-5kEa6E6PD5fkBRuA7k9Q,599,41,53,52,40,48,59,66,60,52,51,55,22,Giada - Temporarily Closed,Las Vegas,NV, italian,3.5,3503.0
311,G4hjhtA_wQ-tSOGpgGlDjw,342,21,29,40,35,29,33,43,26,29,27,22,8,Bajamar Seafood & Tacos,Las Vegas,NV, tacos seafood,5.0,704.0
312,G6BwYw_0_atLPTzI1uokIA,1039,101,84,113,102,98,109,125,64,78,84,60,21,Nacho Daddy,Las Vegas,NV, mexican pubs,4.0,1161.0
313,G6w_9uzW4o3Oyb3z8oOZyA,3086,427,436,150,108,110,331,307,292,286,249,295,95,888 Korean BBQ,Las Vegas,NV, korean bbq,4.5,1198.0
314,G7xS3HiTKHnRhI8cNRGXpA,233,19,15,16,29,18,19,17,21,25,24,25,5,Mothership Coffee Roasters,Henderson,NV, coffee coffeeroasteries cafes,4.5,559.0
315,GG9VcABDC1hDFnjVi6q5Fw,280,26,35,26,35,24,12,19,23,18,31,25,6,Starbucks,Las Vegas,NV, coffee,2.5,159.0
316,GHS1rVjO-RMcRB6WJLpCDQ,1008,84,62,75,113,89,94,81,74,91,81,134,30,Las Vegas North Premium Outlets,Las Vegas,NV, shoppingcenters,3.5,1142.0
317,GI1F8a__wktcfj6YVjTqAA,582,27,42,56,69,55,48,62,54,50,46,59,14,Nuro Bistro,Las Vegas,NV, asianfusion chinese chickenshop,4.5,280.0
318,GIhzzb9tjqLCYdNP_k3-dQ,376,42,47,48,53,43,18,10,8,22,45,29,11,Desert Botanical Garden,Phoenix,AZ, gardens venues,4.5,1252.0
319,GJHaNrLBurhjjUclhzz5VQ,303,16,36,50,42,31,35,20,12,33,23,3,2,Zero Degrees,Mesa,AZ, bubbletea coffee chicken_wings,3.5,166.0
320,GJ_bXUPv672YwNg4TneJog,407,50,25,33,26,37,25,38,39,36,38,42,18,China Poblano,Las Vegas,NV, chinese mexican,3.5,1933.0
321,GMrwDXRlAZU2zj5nH6l4vQ,351,30,24,35,33,41,28,32,34,18,24,41,11,Pho Thanh Huong,Las Vegas,NV, vietnamese sandwiches noodles,4.0,597.0
322,GfoCqO0yYiXxTjkyDvSeSw,292,21,33,48,36,27,22,22,27,24,22,10,0,bBd's,Las Vegas,NV, beerbar burgers gastropubs,3.5,291.0
323,GmdujALb1Nq2RHGr7jhCaA,2843,47,44,62,568,944,646,328,67,43,32,43,19,Hwaro,Spring Valley,NV, korean bbq,4.5,1970.0
324,Gml97gSULiA6HFjie01d3Q,276,17,25,33,37,30,23,27,21,18,19,19,7,Pellegrini Pizza,Las Vegas,NV, pizza salad sandwiches,4.0,369.0
325,GuGQzX2d_Y01sv1RVrZ9yA,424,0,0,0,0,49,59,71,97,35,62,37,14,8 Kitchen,Henderson,NV, asianfusion ramen hawaiian,4.5,302.0
326,Gz9SlLqxS6wnxPvgdOQNrA,389,35,42,48,33,31,38,34,37,35,24,23,9,Bitter & Twisted Cocktail Parlour,Phoenix,AZ, cocktailbars lounges,4.0,1222.0
327,Gzk0BuJ_CLU_TuWn_gSyyQ,975,220,122,81,70,74,60,78,49,66,77,63,15,7 Leaves Cafe,Las Vegas,NV, coffee macarons,4.5,308.0
328,HCCg-rVnHQ2FI6lHs_LvUQ,216,30,25,26,22,14,25,13,19,16,12,10,4,Daily Dose,Scottsdale,AZ, newamerican breakfast_brunch bars,4.0,1108.0
329,HGhXbgeMEcg1cIZwxyNDeg,251,25,21,23,17,36,34,26,20,7,17,18,7,Talking Stick Resort,Scottsdale,AZ, hotels casinos resorts,3.0,944.0
